PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
PT	1802	I	20	9	1910	15	0	0	-1	45N36	9E45	BG	SAN PELLEGRINO
PT	1803	I	9	9	1918	7	30	0	-1	45N30	9E 0	NO	NOVARA
PT	1804	I	5	9	1901	16	0	0	-1	37N30	15E 0	CT	CALTAGIRONE
PT	1805	I	15	6	1894	12	15	0	-1	41N 0	15E 0	AV	CALITRI
PT	1806	I	30	10	1895	19	0	0	-1	46N 0	13E30	UD	UDINE
PT	1807	I	19	12	1903	7	0	0	-1	45N24	8E30	VC	OCCHIEPPO SUPER
PT	1808	I	18	1	1871	22	10	4	-1	40N48	8E30	SS	SASSARI
PT	1809	I	25	8	1921	22	0	0	-1	42N18	14E15	CH	LANCIANO
PT	1810	I	2	2	1891	9	10	4	-1	40N48	8E30	SS	SASSARI
PT	1811	I	13	7	1913	1	30	0	-1	42N18	14E15	CH	S MASSIMO
PT	1812	I	13	8	1907	21	0	0	-1	41N54	12E30	RM	ROMA
PT	1813!	I	23	9	1872	21	25	4	-1	43N50	10E29	MS	LUCCA
PT	1814	I	19	2	1896	10	0	0	-1	44N36	10E45	RE	REGGIO EMILIA
PT	1815	I	5	8	1902	1	0	0	-1	40N42	15E15	SA	SALERNO
PT	1816	I	15	1	1905	6	15	0	-1	39N24	9E 0	CA	TEULADA
PT	1817	I	12	6	1897	23	45	0	-1	42N18	14E15	CH	VASTO
PT	1818	I	16	5	1872	4	10	4	-1	40N24	18E45	LE	LECCE
PT	1819	I	19	4	1910	5	0	0	-1	45N24	11E 0	VR	VERONA
PT	1820	I	29	3	1921	22	0	0	-1	41N 0	15E 0	AV	PATERNOPOLI
PT	1821	I	25	1	1901	0	20	0	-1	43N 0	13E45	AP	ASCOLI PICENO
PT	1822	I	15	12	1883	18	10	4	-1	43N42	11E30	FI	FIRENZE
PT	1823	I	16	12	1891	14	40	4	-1	43N 0	13E 0	PG	PERUGIA
PT	1824	I	6	11	1912	21	0	0	-1	44N24	9E 0	GE	GENOVA
PT	1825	I	27	7	1895	16	0	0	-1	44N24	9E 0	GE	GENOVA
PT	1826	I	23	3	1902	21	15	0	-1	37N 0	15E30	SR	NOTO
PT	1827	I	5	5	1882	11	10	4	-1	45N30	9E15	MI	MILANO
PT	1828	I	28	11	1895	22	5	0	-1	39N18	16E30	CS	CORIGLIANO CALA
PT	1829!	I	26	3	1893	1	10	4	-1	44N24	9E 0	GE	GENOVA
PT	1830	I	5	12	1903	4	0	0	-1	43N42	10E30	PI	PONTEDERA
PT	1831	I	28	6	1902	18	0	0	-1	45N30	12E 0	VI	VICENZA
PT	1832	I	27	7	1908	20	40	0	-1	45N30	9E15	MI	MILANO
PT	1833	I	26	6	1922	3	0	0	-1	41N54	12E30	RM	ROMA
PT	1834	I	27	5	1889	12	10	4	-1	41N54	12E30	RM	ROMA
PT	1835	I	28	4	1898	3	5	0	-1	45N30	12E 0	VI	VICENZA
PT	1836	I	3	8	1903	16	0	0	-1	45N48	9E15	CO	MORBEGNO
PT	1837	I	26	11	1880	2	40	4	-1	42N18	14E15	CH	CASOLI
PT	1838	I	12	4	1888	9	25	4	-1	44N12	12E30	FO	FORLIMPOPOLI
PT	1839	I	26	1	1914	20	0	0	-1	41N18	15E 0	BN	BENEVENTO
PT	1840	I	4	8	1896	2	30	0	-1	45N48	9E15	CO	LECCO
PT	1841	I	23	1	1897	11	0	0	-1	37N30	15E 0	CT	ACIREALE
PT	1842	I	17	8	1892	7	40	4	-1	45N48	9E15	CO	LECCO
PT	1843	I	12	2	1894	7	40	0	-1	37N 0	14E45	RG	MODICA
PT	1844	I	27	3	1908	20	0	0	-1	45N48	9E15	CO	CERMENATE
PT	1845	I	6	11	1904	21	0	0	-1	40N30	15E45	PZ	PIETRAGALLA
PT	1846	G	5	1	1876	11	0	0	-1	51N30	7E30	NDRH-W	KOLN
