PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
M	2525	F	21	2	1815	19	39	8	0	46N12	5E13	01	BOURG
M	2526	F	29	5	1836	21	54	16	0	43N37	1E26	31	MONDONVILLE
M	2527	F	18	6	1839	20	29	0	0	48N35	7E45	67	STRASBOURG
M	2528	F	14	3	1842	9	17	40	0	50N39	3E 5	59	BAILLEUL
M	2529	F	23	11	1864	0	48	56	0	50N18	2E46	62	ARRAS
M	2530	F	17	7	1847	1	50	48	0	49N54	2E18	80	CORBIE
M	2531	F	14	4	1828	1	34	8	0	48N10	6E28	88	MIRECOURT
M	2532	F	17	7	1872	0	20	4	0	48N47	2E29	94	NOGENTSMARNE
M	2533	F	16	3	1839	10	51	28	0	48N50	2E 8	78	STGERMAINENLAYE
M	2534	F	10	9	1845	2	40	40	0	45N46	4E50	69	LYON
M	2535	F	18	7	1821	9	1	28	0	49N11	0W22	14	CAEN
M	2536	F	16	1	1841	5	29	0	0	48N35	7E45	67	STRASBOURG
M	2537	F	29	2	1844	4	29	0	0	48N35	7E45	67	SOULTZ
M	2538	F	20	7	1839	11	4	40	0	46N 9	1W10	17	NIEULMER
M	2539	F	17	11	1849	8	29	0	0	48N35	7E45	67	STRASBOURG
M	2540	F	26	1	1834	1	50	36	0	43N12	2E21	11	TREBES
M	2541	F	10	9	1839	10	35	0	0	36N30	6E15	ALG	BOUGIE
M	2542	F	11	2	1840	18	35	12	0	48N42	6E12	54	LUNEVILLE
M	2543	F	22	11	1875	13	44	28	0	43N37	3E53	34	MONTPELLIER
M	2544	F	20	9	1838	10	39	8	0	46N12	5E13	01	POLLIAT
M	2545	F	15	8	1847	22	50	28	0	47N 5	2E23	18	BOURGES
M	2546	F	5	9	1839	13	57	36	0	44N50	0W34	33	LIBOURNE
M	2547	F	25	5	1845	7	35	16	0	49N 7	6E11	57	METZ
M	2548	F	10	5	1827	11	50	40	0	48N50	2E20	75	PARIS
M	2549	F	15	1	1839	7	35	16	0	49N 7	6E11	57	METZ
M	2550	F	8	12	1849	7	30	36	0	48N 5	7E21	68	COLMAR
M	2551	F	13	12	1854	14	57	36	0	44N50	0W34	33	BORDEAUX
M	2552	F	1	11	1836	2	57	36	0	44N50	0W34	33	BORDEAUX
